ShowCount,GeneralCount,GoodRateShow,GoodRateStyle,GeneralRateShow,Score2Count,AverageScore,PoorRateStyle,CommentCount,GoodRate,AfterCount,PoorRate,GeneralRate,ProductId,SkuId,GeneralRateStyle,Score5Count,Score4Count,PoorRateShow,GoodCount,PoorCount,Score1Count,Score3Count
0,1,98,147,2,0,5,0,47,0.979,0,0.0,0.021,11157303709,11157303709,3,46,0,0,46,0,0,1
3,1,86,130,7,0,5,10,15,0.868,1,0.066,0.066,1360768936,1360768936,10,13,0,7,13,1,1,1
18,1,97,146,1,1,5,3,114,0.975,1,0.017,0.008,10188161586,10188161586,1,107,4,2,111,2,2,0
0,2,97,145,3,1,5,0,60,0.967,0,0.0,0.033,11477411159,11477411159,5,57,1,0,58,0,0,1
7,0,100,150,0,0,5,0,40,1.0,0,0.0,0.0,11394187391,11394187391,0,40,0,0,40,0,0,0
25,1,100,150,0,0,5,0,852,0.997,0,0.002,0.001,10494546447,10494546447,0,846,3,0,849,2,2,1
1,1,99,149,1,0,5,0,151,0.994,0,0.0,0.006,10149643720,10149643720,1,149,1,0,150,0,0,1
5,1,100,150,0,1,5,0,841,0.998,0,0.001,0.001,10458991739,10458991739,0,829,10,0,839,1,1,0
0,0,100,150,0,0,5,0,10,1.0,0,0.0,0.0,11827138242,11827138242,0,10,0,0,10,0,0,0
3,1,92,139,8,0,5,0,13,0.924,1,0.0,0.076,11248009660,11248009660,11,12,0,0,12,0,0,1
1,1,97,146,3,0,5,0,36,0.973,1,0.0,0.027,10235607602,10235607602,4,30,5,0,35,0,0,1
0,0,100,150,0,0,5,0,8,1.0,0,0.0,0.0,11641901098,11641901098,0,8,0,0,8,0,0,0
73,22,97,145,2,8,5,2,1000,0.969,2,0.01,0.021,10269419391,10269419391,3,934,33,1,967,11,11,14
2,0,92,139,0,0,5,11,13,0.924,0,0.076,0.0,10391648996,10391648996,0,12,0,8,12,1,1,0
2,0,100,150,0,0,5,0,14,1.0,0,0.0,0.0,10658571893,10658571893,0,14,0,0,14,0,0,0
425,106,95,144,3,32,5,2,3805,0.958,11,0.015,0.027,1308947,1308947,4,3424,216,2,3640,59,59,74
3,0,100,150,0,0,5,0,4,1.0,1,0.0,0.0,11902801192,11902801192,0,4,0,0,4,0,0,0
24,12,98,146,1,6,5,2,970,0.977,4,0.011,0.012,11631628777,11631628777,2,921,26,1,947,11,11,6
13,4,94,141,6,2,5,0,67,0.941,0,0.0,0.059,1227441674,1227441674,9,61,2,0,63,0,0,2
36,9,91,138,5,1,5,5,198,0.92,0,0.035,0.045,10008531569,10008531569,7,169,13,4,182,7,7,8
10,2,97,146,2,1,5,1,107,0.973,0,0.009,0.018,10263955440,10263955440,3,98,6,1,104,1,1,1
45,5,98,147,1,2,5,2,636,0.982,3,0.011,0.007,10944242061,10944242061,1,611,13,1,624,7,7,3
2,0,99,149,0,0,5,1,106,0.991,0,0.009,0.0,1764431914,1764431914,0,105,0,1,105,1,1,0
1,0,100,150,0,0,5,0,20,1.0,0,0.0,0.0,10277656218,10277656218,0,19,1,0,20,0,0,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,11490235702,11490235702,0,0,0,0,0,0,0,0
2,0,90,135,0,0,5,15,29,0.897,0,0.103,0.0,1753676613,1753676613,0,24,2,10,26,3,3,0
2,0,83,125,0,0,4,25,6,0.834,0,0.166,0.0,10358224508,10358224508,0,5,0,17,5,1,1,0
27,1,98,146,1,0,5,2,78,0.976,1,0.012,0.012,10675401755,10675401755,2,72,4,1,76,1,1,1
5,1,96,144,2,1,5,3,48,0.96,1,0.02,0.02,1753608855,1753608855,3,42,4,2,46,1,1,0
7,2,93,140,7,1,5,0,29,0.932,0,0.0,0.068,10844634202,10844634202,10,26,1,0,27,0,0,1
4,0,93,140,0,0,5,10,15,0.934,0,0.066,0.0,4012248,4012248,0,14,0,7,14,1,1,0
5,1,100,150,0,0,5,0,271,0.994,0,0.003,0.003,1584227107,1584227107,0,267,2,0,269,1,1,1
9,1,96,144,2,0,5,3,50,0.96,1,0.02,0.02,1172732981,1172732981,3,47,1,2,48,1,1,1
7,2,99,148,1,0,5,0,135,0.986,0,0.0,0.014,11066697723,11066697723,2,133,0,0,133,0,0,2
3,1,99,148,1,0,5,0,69,0.986,0,0.0,0.014,1566570016,1566570016,2,66,2,0,68,0,0,1
74,10,96,144,2,5,5,3,420,0.958,3,0.019,0.023,2965780,2965780,3,376,26,2,402,8,8,5
4,1,96,144,4,1,5,0,25,0.96,0,0.0,0.04,10715732225,10715732225,6,24,0,0,24,0,0,0
3,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,4196286,4196286,0,4,0,0,4,0,0,0
21,19,92,139,4,7,5,6,530,0.928,4,0.037,0.035,11869379208,11869379208,5,473,18,4,491,20,20,12
27,1,98,146,1,0,5,2,78,0.976,1,0.012,0.012,10668859580,10668859580,2,72,4,1,76,1,1,1
5,2,98,148,2,0,5,0,120,0.984,0,0.0,0.016,10329712049,10329712049,2,116,2,0,118,0,0,2
76,8,98,148,1,3,5,1,909,0.987,4,0.005,0.008,11043168197,11043168197,1,877,19,1,896,5,5,5
1,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,11317922469,11317922469,0,2,0,0,2,0,0,0
1,1,94,142,2,0,5,5,57,0.948,0,0.035,0.017,1559554132,1559554132,3,52,2,4,54,2,2,1
21,19,92,139,4,7,5,6,530,0.928,4,0.037,0.035,11141042379,11141042379,5,473,18,4,491,20,20,12
0,1,80,120,20,0,5,0,5,0.8,0,0.0,0.2,10426975778,10426975778,30,4,0,0,4,0,0,1
5,1,94,142,3,0,5,4,38,0.948,0,0.026,0.026,11189732539,11189732539,4,36,0,3,36,1,1,1
17,2,98,147,1,0,5,1,164,0.982,3,0.006,0.012,11209128820,11209128820,2,159,2,1,161,1,1,2
0,2,99,148,1,1,5,1,216,0.987,1,0.004,0.009,1026695149,1026695149,1,205,8,0,213,1,1,1
21,2,100,150,0,0,5,0,509,0.996,0,0.001,0.003,1543678697,1543678697,0,502,4,0,506,1,1,2
0,2,60,90,40,1,4,0,5,0.6,0,0.0,0.4,1022695266,1022695266,60,3,0,0,3,0,0,1
0,0,100,150,0,0,5,0,5,1.0,0,0.0,0.0,10659954467,10659954467,0,5,0,0,5,0,0,0
277,52,97,145,2,20,5,2,2582,0.968,7,0.012,0.02,11258284673,11258284673,3,2434,64,1,2498,32,32,32
2,0,94,141,0,0,5,9,16,0.938,0,0.062,0.0,10042608854,10042608854,0,15,0,6,15,1,1,0
5,0,100,150,0,0,5,0,50,1.0,0,0.0,0.0,11218320322,11218320322,0,49,1,0,50,0,0,0
2,0,100,150,0,0,5,0,73,1.0,1,0.0,0.0,10513553799,10513553799,0,73,0,0,73,0,0,0
13,3,97,146,1,2,5,3,460,0.977,0,0.017,0.006,1295772067,1295772067,1,431,18,2,449,8,8,1
4,2,99,148,1,2,5,0,143,0.987,1,0.0,0.013,1323187945,1323187945,2,134,7,0,141,0,0,0
4,1,92,138,4,0,5,6,26,0.924,1,0.038,0.038,11102304778,11102304778,6,22,2,4,24,1,1,1
37,3,99,149,1,1,5,0,362,0.99,2,0.002,0.008,10927732364,10927732364,1,354,4,0,358,1,1,2
38,37,97,145,2,6,5,2,1672,0.966,0,0.012,0.022,1123542734,1123542734,3,1517,97,1,1614,21,21,31
5,0,100,150,0,0,5,0,21,1.0,2,0.0,0.0,10455125328,10455125328,0,20,1,0,21,0,0,0
7,3,95,143,4,1,5,2,84,0.954,1,0.011,0.035,11044676110,11044676110,5,79,1,1,80,1,1,2
1,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,10063278827,10063278827,0,3,0,0,3,0,0,0
0,0,100,150,0,0,5,0,38,1.0,0,0.0,0.0,10292288740,10292288740,0,38,0,0,38,0,0,0
0,0,100,150,0,0,5,0,8,1.0,0,0.0,0.0,11088537612,11088537612,0,8,0,0,8,0,0,0
0,0,98,147,0,0,5,3,57,0.983,0,0.017,0.0,10809442904,10809442904,0,55,1,2,56,1,1,0
20,1,97,146,1,0,5,3,109,0.973,4,0.018,0.009,11315838302,11315838302,1,103,3,2,106,2,2,1
6,1,99,149,1,0,5,0,143,0.994,0,0.0,0.006,11082355636,11082355636,1,140,2,0,142,0,0,1
2,1,96,144,4,0,5,0,25,0.96,0,0.0,0.04,1570740354,1570740354,6,23,1,0,24,0,0,1
0,0,100,150,0,0,5,0,28,1.0,0,0.0,0.0,11468438320,11468438320,0,27,1,0,28,0,0,0
175,29,99,147,1,6,5,1,2272,0.984,10,0.004,0.012,10930057128,10930057128,2,2152,80,0,2232,11,11,23
6,2,98,148,1,0,5,1,396,0.99,0,0.005,0.005,1709979655,1709979655,1,391,1,1,392,2,2,2
4,0,100,150,0,0,5,0,409,1.0,0,0.0,0.0,11381586926,11381586926,0,408,1,0,409,0,0,0
13,0,100,150,0,0,5,0,81,1.0,0,0.0,0.0,10981767683,10981767683,0,81,0,0,81,0,0,0
13,2,94,140,3,1,5,5,58,0.932,1,0.034,0.034,1794306837,1794306837,5,49,5,3,54,2,2,1
1,0,100,150,0,0,5,0,14,1.0,0,0.0,0.0,1596443059,1596443059,0,14,0,0,14,0,0,0
1,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,10786779496,10786779496,0,1,0,0,1,0,0,0
1,0,100,150,0,0,5,0,13,1.0,0,0.0,0.0,11134959416,11134959416,0,12,1,0,13,0,0,0
1,4,98,146,1,1,5,2,368,0.98,4,0.01,0.01,11229994807,11229994807,2,354,6,1,360,4,4,3
6,1,100,150,0,0,5,0,765,0.996,0,0.003,0.001,1630597041,1630597041,0,757,4,0,761,3,3,1
5,6,91,136,7,0,5,3,84,0.906,0,0.023,0.071,1020397910,1020397910,11,65,11,2,76,2,2,6
8,1,98,148,1,0,5,1,136,0.986,0,0.007,0.007,10030169075,10030169075,1,131,3,1,134,1,1,1
49,6,99,149,0,1,5,1,1567,0.99,0,0.007,0.003,1433561770,1433561770,0,1528,21,1,1549,12,12,5
5,1,82,123,6,0,4,18,17,0.825,0,0.117,0.058,10233568530,10233568530,9,14,0,12,14,2,2,1
2,3,96,144,4,1,5,0,75,0.96,0,0.0,0.04,10669014696,10669014696,6,69,3,0,72,0,0,2
10,0,100,150,0,0,5,0,62,1.0,1,0.0,0.0,3536521,3536521,0,61,1,0,62,0,0,0
6,1,97,146,3,0,5,0,35,0.972,0,0.0,0.028,1680084430,1680084430,4,32,2,0,34,0,0,1
0,0,100,150,0,0,5,0,16,1.0,0,0.0,0.0,11892904828,11892904828,0,15,1,0,16,0,0,0
0,1,80,120,20,0,5,0,5,0.8,0,0.0,0.2,11043273392,11043273392,30,4,0,0,4,0,0,1
22,18,99,147,1,0,5,1,1402,0.984,0,0.004,0.012,11554664597,11554664597,2,1369,9,0,1378,6,6,18
2,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,10553401993,10553401993,0,2,0,0,2,0,0,0
0,1,90,135,3,1,4,10,29,0.898,0,0.068,0.034,1003170052,1003170052,5,19,7,7,26,2,2,0
0,4,94,142,3,1,5,4,138,0.944,1,0.028,0.028,10513506712,10513506712,4,122,8,3,130,4,4,3
4,0,100,150,0,0,5,0,18,1.0,0,0.0,0.0,10992723399,10992723399,0,18,0,0,18,0,0,0
0,0,100,150,0,0,5,0,54,1.0,0,0.0,0.0,1375682106,1375682106,0,48,6,0,54,0,0,0
28,0,98,148,0,0,5,2,119,0.984,1,0.016,0.0,11202031430,11202031430,0,116,1,2,117,2,2,0
3,0,97,145,0,0,5,5,32,0.969,0,0.031,0.0,10107368605,10107368605,0,29,2,3,31,1,1,0
0,5,95,144,3,0,5,2,183,0.957,0,0.016,0.027,11716099793,11716099793,4,171,4,2,175,3,3,5
2060,628,96,144,3,119,5,2,21526,0.961,33,0.01,0.029,1284060,1284060,4,18918,1747,1,20665,233,233,509
0,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,11466505047,11466505047,0,1,0,0,1,0,0,0
4,0,100,150,0,0,5,0,25,1.0,0,0.0,0.0,1007661204,1007661204,0,23,2,0,25,0,0,0
0,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,11464946872,11464946872,0,3,0,0,3,0,0,0
4,0,97,146,0,0,5,4,40,0.975,1,0.025,0.0,10223142585,10223142585,0,38,1,3,39,1,1,0
89,10,96,146,2,1,5,2,653,0.97,4,0.015,0.015,10537250394,10537250394,2,610,23,2,633,10,10,9
11,1,92,138,3,1,5,8,38,0.922,1,0.052,0.026,10993081739,10993081739,4,34,1,5,35,2,2,0
8,1,99,148,1,1,5,0,89,0.989,0,0.0,0.011,1072999877,1072999877,2,84,4,0,88,0,0,0
7,0,98,148,0,0,5,2,63,0.985,0,0.015,0.0,11133229880,11133229880,0,56,6,2,62,1,1,0
24,0,98,148,0,0,5,2,122,0.984,3,0.016,0.0,10677913448,10677913448,0,118,2,2,120,2,2,0
148,32,95,142,3,8,5,4,1068,0.947,0,0.024,0.029,1580254905,1580254905,4,980,30,2,1010,26,26,24
9,2,94,141,4,0,5,3,50,0.94,0,0.02,0.04,10912792583,10912792583,6,45,2,2,47,1,1,2
0,0,100,150,0,0,5,0,6,1.0,0,0.0,0.0,10203447295,10203447295,0,6,0,0,6,0,0,0
11,1,100,150,0,0,5,0,501,0.998,0,0.001,0.001,11535131944,11535131944,0,497,2,0,499,1,1,1
4,0,100,150,0,0,5,0,14,1.0,0,0.0,0.0,10108613016,10108613016,0,14,0,0,14,0,0,0
49,6,99,149,0,1,5,1,1567,0.99,0,0.007,0.003,1752980729,1752980729,0,1528,21,1,1549,12,12,5
3,0,97,145,0,0,5,5,30,0.967,0,0.033,0.0,10238061278,10238061278,0,28,1,3,29,1,1,0
24,15,93,141,5,4,5,2,317,0.938,0,0.015,0.047,11137438487,11137438487,7,285,12,2,297,5,5,11
4,2,98,146,1,2,5,2,135,0.972,0,0.014,0.014,1032598138,1032598138,2,127,4,1,131,2,2,0
3,0,93,140,0,0,5,10,15,0.934,0,0.066,0.0,10119142037,10119142037,0,14,0,7,14,1,1,0
3,1,94,142,6,1,5,0,18,0.945,0,0.0,0.055,10123625702,10123625702,8,16,1,0,17,0,0,0
2,0,77,115,0,0,4,35,13,0.77,0,0.23,0.0,11084977266,11084977266,0,10,0,23,10,3,3,0
2,0,100,150,0,0,5,0,50,1.0,0,0.0,0.0,1282574667,1282574667,0,46,4,0,50,0,0,0
5,0,100,150,0,0,5,0,29,1.0,0,0.0,0.0,1656381958,1656381958,0,27,2,0,29,0,0,0
4,1,91,137,2,0,5,10,46,0.914,0,0.065,0.021,1025352831,1025352831,3,37,5,7,42,3,3,1
1,7,100,150,0,2,5,0,2351,0.996,0,0.002,0.002,10632190267,10632190267,0,2325,14,0,2339,5,5,5
0,0,100,150,0,0,5,0,5,1.0,0,0.0,0.0,1639353634,1639353634,0,5,0,0,5,0,0,0
6,5,95,142,5,2,5,0,99,0.95,0,0.0,0.05,1384170479,1384170479,8,89,5,0,94,0,0,3
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,11543622870,11543622870,0,2,0,0,2,0,0,0
1,0,100,150,0,0,5,0,14,1.0,0,0.0,0.0,10434757894,10434757894,0,14,0,0,14,0,0,0
7,0,100,150,0,0,5,0,49,1.0,0,0.0,0.0,1570344678,1570344678,0,48,1,0,49,0,0,0
0,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,11040094183,11040094183,0,3,0,0,3,0,0,0
0,0,100,150,0,0,5,0,16,1.0,0,0.0,0.0,10434846219,10434846219,0,16,0,0,16,0,0,0
24,15,93,141,5,4,5,2,317,0.938,0,0.015,0.047,10981403337,10981403337,7,285,12,2,297,5,5,11
24,15,93,141,5,4,5,2,317,0.938,0,0.015,0.047,1314836825,1314836825,7,285,12,2,297,5,5,11
11,4,94,141,4,1,5,3,94,0.937,1,0.021,0.042,1609826670,1609826670,6,83,5,2,88,2,2,3
0,25,96,144,2,7,5,3,1237,0.961,13,0.019,0.02,10571557130,10571557130,3,1158,30,2,1188,24,24,18
1,1,98,147,2,0,5,0,42,0.977,0,0.0,0.023,1060378045,1060378045,3,41,0,0,41,0,0,1
6,2,94,140,2,0,5,6,81,0.939,0,0.037,0.024,1530635112,1530635112,4,71,5,4,76,3,3,2
5,1,97,146,3,0,5,0,36,0.973,0,0.0,0.027,10030742557,10030742557,4,33,2,0,35,0,0,1
11,2,90,136,3,0,5,10,75,0.908,1,0.066,0.026,10248189186,10248189186,4,64,4,7,68,5,5,2
32,1,99,149,0,0,5,1,483,0.992,1,0.006,0.002,1759192018,1759192018,0,470,9,1,479,3,3,1
212,38,97,146,2,12,5,1,2138,0.974,1,0.009,0.017,1174664735,1174664735,3,2010,70,1,2080,20,20,26
1,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,11373623094,11373623094,0,2,0,0,2,0,0,0
6,1,85,127,4,0,4,17,27,0.852,0,0.111,0.037,1695069147,1695069147,6,22,1,11,23,3,3,1
21,8,96,144,3,0,5,1,250,0.96,1,0.008,0.032,1341101586,1341101586,5,217,23,1,240,2,2,8
11,13,93,140,5,4,5,3,272,0.931,1,0.022,0.047,1001591677,1001591677,7,214,39,2,253,6,6,9
12,0,100,150,0,0,5,0,352,1.0,1,0.0,0.0,10935598807,10935598807,0,352,0,0,352,0,0,0
0,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,11766691497,11766691497,0,4,0,0,4,0,0,0
3,1,94,141,6,0,5,0,16,0.938,0,0.0,0.062,10843658045,10843658045,9,14,1,0,15,0,0,1
8,0,100,150,0,0,5,0,36,1.0,0,0.0,0.0,1692422428,1692422428,0,33,3,0,36,0,0,0
41,6,93,140,3,3,5,6,219,0.932,0,0.041,0.027,10071365823,10071365823,4,189,15,4,204,9,9,3
19,3,93,140,3,1,5,6,117,0.933,0,0.042,0.025,1789167093,1789167093,4,100,9,4,109,5,5,2
3,0,87,131,0,0,5,19,8,0.875,0,0.125,0.0,11575187477,11575187477,0,7,0,13,7,1,1,0
2,0,100,150,0,0,5,0,16,1.0,0,0.0,0.0,10366242127,10366242127,0,16,0,0,16,0,0,0
0,0,100,150,0,0,5,0,45,1.0,0,0.0,0.0,11339289192,11339289192,0,45,0,0,45,0,0,0
0,1,98,148,2,0,5,0,62,0.984,0,0.0,0.016,10381882016,10381882016,2,61,0,0,61,0,0,1
3,1,86,128,7,0,5,11,14,0.858,1,0.071,0.071,11240096311,11240096311,11,12,0,7,12,1,1,1
38,1,100,150,0,1,5,0,391,0.996,2,0.002,0.002,11066618417,11066618417,0,379,10,0,389,1,1,0
2,2,95,142,5,0,5,0,38,0.948,0,0.0,0.052,1214454441,1214454441,8,36,0,0,36,0,0,2
18,0,100,150,0,0,5,0,247,1.0,1,0.0,0.0,11252837737,11252837737,0,246,1,0,247,0,0,0
0,0,100,150,0,0,5,0,0,1.0,0,0.0,0.0,11411184434,11411184434,0,0,0,0,0,0,0,0
1785,1597,94,141,5,310,5,2,33943,0.94,14,0.013,0.047,1165558,1165558,7,27006,4887,1,31893,453,453,1287
14,3,96,145,2,1,5,2,127,0.962,1,0.015,0.023,10258083596,10258083596,3,117,5,2,122,2,2,2
76,8,98,148,1,3,5,1,909,0.987,4,0.005,0.008,11082508802,11082508802,1,877,19,1,896,5,5,5
1,0,100,150,0,0,5,0,11,1.0,0,0.0,0.0,1425030828,1425030828,0,8,3,0,11,0,0,0
8,1,91,135,2,0,5,11,41,0.903,1,0.073,0.024,11056306819,11056306819,4,37,0,7,37,3,3,1
25,11,91,137,4,1,5,7,282,0.912,0,0.049,0.039,1570972813,1570972813,6,235,22,5,257,14,14,10
2,1,95,143,5,0,5,0,21,0.953,0,0.0,0.047,10139269680,10139269680,7,19,1,0,20,0,0,1
1,1,93,140,7,0,5,0,15,0.934,0,0.0,0.066,1398769710,1398769710,10,13,1,0,14,0,0,1
2,0,100,150,0,0,5,0,13,1.0,0,0.0,0.0,10974586804,10974586804,0,11,2,0,13,0,0,0
162,29,98,146,1,12,5,2,2601,0.975,4,0.014,0.011,10209019073,10209019073,2,2490,43,1,2533,39,39,17
1,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,11454486506,11454486506,0,3,0,0,3,0,0,0
1,0,100,150,0,0,5,0,7,1.0,0,0.0,0.0,10162613979,10162613979,0,7,0,0,7,0,0,0
1,0,99,148,0,0,5,2,68,0.986,0,0.014,0.0,1164103677,1164103677,0,67,0,1,67,1,1,0
9,2,99,148,1,0,5,0,169,0.989,0,0.0,0.011,1794320777,1794320777,2,166,1,0,167,0,0,2
0,1,67,100,33,0,4,0,3,0.667,0,0.0,0.333,10381164655,10381164655,50,2,0,0,2,0,0,1
15,31,90,136,7,9,5,4,467,0.909,0,0.025,0.066,1001321849,1001321849,10,312,112,3,424,12,12,22
1,0,100,150,0,0,5,0,1,1.0,0,0.0,0.0,11160064994,11160064994,0,1,0,0,1,0,0,0
0,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,11772245915,11772245915,0,3,0,0,3,0,0,0
0,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,10271685582,10271685582,0,4,0,0,4,0,0,0
0,0,100,150,0,0,5,0,6,1.0,0,0.0,0.0,11754389260,11754389260,0,6,0,0,6,0,0,0
0,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,10402233366,10402233366,0,3,0,0,3,0,0,0
20,4,100,149,0,0,5,0,906,0.996,0,0.0,0.004,1440155037,1440155037,1,896,6,0,902,0,0,4
45,2,100,150,0,1,5,0,911,0.996,1,0.002,0.002,10951829091,10951829091,0,898,9,0,907,2,2,1
8,2,95,143,3,0,5,2,61,0.952,1,0.016,0.032,10321122462,10321122462,5,55,3,2,58,1,1,2
1291,377,94,143,4,99,5,2,10701,0.949,13,0.016,0.035,1657286,1657286,5,9640,507,2,10147,177,177,278
11,1,99,148,1,0,5,0,68,0.986,0,0.0,0.014,10691476084,10691476084,2,63,4,0,67,0,0,1
2,1,90,134,5,0,5,8,20,0.9,0,0.05,0.05,10292831142,10292831142,8,18,0,5,18,1,1,1
24,15,93,141,5,4,5,2,317,0.938,0,0.015,0.047,10981403335,10981403335,7,285,12,2,297,5,5,11
1,0,98,148,0,0,5,2,65,0.985,0,0.015,0.0,10113114806,10113114806,0,61,3,2,64,1,1,0
6,0,100,150,0,0,5,0,17,1.0,0,0.0,0.0,1666439955,1666439955,0,17,0,0,17,0,0,0
0,0,100,150,0,0,5,0,22,1.0,0,0.0,0.0,11281580882,11281580882,0,21,1,0,22,0,0,0
0,0,96,144,0,0,5,6,48,0.959,0,0.041,0.0,10586507989,10586507989,0,44,2,4,46,2,2,0
19,10,96,145,2,2,5,2,492,0.964,0,0.016,0.02,1374018356,1374018356,3,460,14,2,474,8,8,8
1,0,100,150,0,0,5,0,18,1.0,0,0.0,0.0,10569924740,10569924740,0,17,1,0,18,0,0,0
4,0,96,144,0,0,5,6,24,0.959,0,0.041,0.0,10373013478,10373013478,0,23,0,4,23,1,1,0
0,0,100,150,0,0,5,0,8,1.0,0,0.0,0.0,11376089310,11376089310,0,8,0,0,8,0,0,0
2,1,94,142,3,0,5,4,36,0.946,0,0.027,0.027,1665229692,1665229692,4,34,0,3,34,1,1,1
12,2,97,146,2,0,5,1,105,0.972,0,0.009,0.019,1817558955,1817558955,3,98,4,1,102,1,1,2
0,0,100,150,0,0,5,0,15,1.0,0,0.0,0.0,10675682228,10675682228,0,15,0,0,15,0,0,0
4,4,97,146,3,1,5,0,139,0.972,0,0.0,0.028,1225545588,1225545588,4,131,4,0,135,0,0,3
6,0,93,140,0,0,5,10,30,0.934,1,0.066,0.0,1524785378,1524785378,0,27,1,7,28,2,2,0
17,1,93,141,2,0,5,7,65,0.939,0,0.046,0.015,11066912695,11066912695,2,59,2,5,61,3,3,1
4,0,100,150,0,0,5,0,70,1.0,0,0.0,0.0,1528989747,1528989747,0,70,0,0,70,0,0,0
73,22,97,145,2,8,5,2,1000,0.969,2,0.01,0.021,10269419392,10269419392,3,934,33,1,967,11,11,14
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,10238154038,10238154038,0,2,0,0,2,0,0,0
0,0,100,150,0,0,5,0,86,1.0,0,0.0,0.0,1048629913,1048629913,0,82,4,0,86,0,0,0
0,1,96,144,4,0,5,0,27,0.963,0,0.0,0.037,10037264114,10037264114,6,26,0,0,26,0,0,1
4,0,100,150,0,0,5,0,5,1.0,0,0.0,0.0,11209250319,11209250319,0,5,0,0,5,0,0,0
8,7,97,146,2,2,5,1,397,0.976,0,0.007,0.017,1063715292,1063715292,3,373,14,1,387,3,3,5
5,0,97,145,0,0,5,5,32,0.969,1,0.031,0.0,10669617844,10669617844,0,31,0,3,31,1,1,0
1,0,100,150,0,0,5,0,14,1.0,1,0.0,0.0,1007441317,1007441317,0,14,0,0,14,0,0,0
0,0,100,150,0,0,5,0,203,1.0,0,0.0,0.0,11165569499,11165569499,0,202,1,0,203,0,0,0
74,1,100,150,0,0,5,0,267,0.997,0,0.0,0.003,10088966166,10088966166,0,264,2,0,266,0,0,1
1,0,100,150,0,0,5,0,40,1.0,0,0.0,0.0,10316376386,10316376386,0,39,1,0,40,0,0,0
0,0,100,150,0,0,5,0,6,1.0,0,0.0,0.0,1722582049,1722582049,0,6,0,0,6,0,0,0
0,1,89,133,11,1,5,0,9,0.889,0,0.0,0.111,10365806095,10365806095,17,8,0,0,8,0,0,0
2,0,96,144,0,0,5,6,47,0.958,1,0.042,0.0,10233946794,10233946794,0,41,4,4,45,2,2,0
1,0,100,150,0,0,5,0,3,1.0,1,0.0,0.0,11220863874,11220863874,0,3,0,0,3,0,0,0
7,6,92,137,7,5,5,2,84,0.918,0,0.011,0.071,1250538616,1250538616,11,75,2,1,77,1,1,1
1,1,94,142,3,1,5,4,40,0.95,0,0.025,0.025,10133565208,10133565208,4,38,0,3,38,1,1,0
0,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,1038676007,1038676007,0,4,0,0,4,0,0,0
0,0,100,150,0,0,5,0,8,1.0,0,0.0,0.0,10209725382,10209725382,0,8,0,0,8,0,0,0
2,0,100,150,0,0,5,0,71,1.0,0,0.0,0.0,10714600408,10714600408,0,71,0,0,71,0,0,0
0,0,100,150,0,0,5,0,34,1.0,0,0.0,0.0,10861482392,10861482392,0,34,0,0,34,0,0,0
20,13,94,142,3,2,5,4,518,0.948,2,0.027,0.025,11579503588,11579503588,4,477,14,3,491,14,14,11
1,0,100,150,0,0,5,0,8,1.0,0,0.0,0.0,10340889700,10340889700,0,8,0,0,8,0,0,0
187,42,98,146,1,8,5,2,2927,0.975,1,0.011,0.014,10365629839,10365629839,2,2782,68,1,2850,35,35,34
0,0,80,120,0,0,4,30,5,0.8,0,0.2,0.0,10259809875,10259809875,0,3,1,20,4,1,1,0
3,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,11566203504,11566203504,0,4,0,0,4,0,0,0
13,1,93,140,1,0,5,9,104,0.934,1,0.057,0.009,10077897231,10077897231,1,94,3,6,97,6,6,1
7,5,91,137,3,2,5,9,191,0.917,0,0.057,0.026,1408409114,1408409114,4,166,9,6,175,11,11,3
9,10,98,147,1,1,5,1,858,0.983,2,0.006,0.011,11715808872,11715808872,2,830,12,1,842,6,6,9
0,1,98,148,2,0,5,0,62,0.984,0,0.0,0.016,10381882018,10381882018,2,61,0,0,61,0,0,1
0,0,100,150,0,0,5,0,2,1.0,0,0.0,0.0,10665490597,10665490597,0,1,1,0,2,0,0,0
0,0,100,150,0,0,5,0,3,1.0,0,0.0,0.0,11113158316,11113158316,0,3,0,0,3,0,0,0
0,0,100,150,0,0,5,0,4,1.0,0,0.0,0.0,11549281066,11549281066,0,4,0,0,4,0,0,0
24,1,99,148,1,0,5,0,91,0.99,0,0.0,0.01,10641951887,10641951887,2,89,1,0,90,0,0,1
